data;URUBU - 001;URUBU - 002;URUBU - 003;URUBU - 004;URUBU - 005;URUBU - 006;URUBU - 007;URUBU - 008;URUBU - 009;URUBU - 010;URUBU - 011;URUBU - 012;URUBU - 014;URUBU - 015;URUBU - 016;URUBU - 017;URUBU - 018;URUBU - 019;URUBU - 020;URUBU - 021;URUBU - 022;URUBU - 023;URUBU - 025;URUBU - 026;URUBU - 030;URUBU - 031;URUBU - 032;URUBU - 033;URUBU - 034;URUBU - 035;URUBU - 036;URUBU - 037;URUBU - 038;URUBU - 039;URUBU - 040;URUBU - 041;URUBU - 042
12/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
13/MAY/2019;None;145.1966;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;0;0;0;None;0;None;19820.037;0;0;0;None;None;0;0;None;None;None;None;None;None
14/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
15/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;2085.128;0;0;0;None;None;0;0;None;None;None;None;None;None
16/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
17/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
18/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
19/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
20/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
21/MAY/2019;None;0;0;0;0;0;0;None;281.76868;674.2153;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
22/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
23/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
24/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
25/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
26/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
27/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
28/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
29/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
30/MAY/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
31/MAY/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
1/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
2/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
3/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
4/JUNE/2019;None;0;0;0;0;0;0;None;0;0;None;0;None;0;0;0;None;None;0;0;None;0;None;23060.088;0;0;0;None;None;0;0;None;None;None;None;None;None
5/JUNE/2019;None;314.07642;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;52413.348;0;0;0;None;None;0;0;None;None;None;None;None;None
6/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;0;0;0;None;None;0;0;None;0;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
7/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;757.0942;None;0;0;0;None;None;None;0;None;0;None;0;0;0;0;None;None;236.54124;369.49274;None;None;None;None;None;None
8/JUNE/2019;None;5776.742;0;0;0;0;0;None;None;59410.85;None;35049.547;None;0;0;0;None;None;None;0;None;18130.664;None;0;0;0;0;None;None;8884.579;23691.59;None;None;None;None;None;None
9/JUNE/2019;None;62167.727;0;0;0;0;0;None;None;41557.418;None;45761.836;None;0;0;0;None;None;None;0;None;42258.395;None;3153.3403;0;0;0;None;None;0;13452.868;None;None;None;None;None;None
10/JUNE/2019;None;10810.226;0;0;0;0;0;None;None;14314.292;None;32131.172;None;0;0;0;None;None;None;0;None;0;None;48991.29;0;0;0;None;None;0;11230.726;None;None;None;None;None;None
11/JUNE/2019;None;0;0;0;0;0;0;None;None;0;None;34920.555;None;0;0;40610.72;None;None;None;0;None;29514.754;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
12/JUNE/2019;None;0;0;0;0;0;0;None;17520.885;3477.6;2885880.2;5086.158;None;0;0;51278.51;None;None;None;0;None;34939.484;None;0;0;0;0;None;None;0;503.80975;None;None;None;None;None;None
13/JUNE/2019;None;0;0;0;0;0;0;None;0;27.76975;None;12535.151;None;0;0;24689.81;None;None;None;0;None;31703.994;None;0;0;0;0;None;None;0;27444.314;None;None;None;None;None;None
14/JUNE/2019;None;0;0;0;0;0;0;None;102402.84;7195.482;None;37114.96;None;0;0;0;None;None;None;0;None;31493.328;None;10902.566;0;161.27783;0;None;None;0;25338.26;None;None;None;None;None;None
15/JUNE/2019;None;48537.414;0;0;0;0;0;None;0;0;None;30423.223;None;0;0;0;None;None;None;None;None;0;None;42118.945;0;285.61884;1315.5856;None;None;0;26615.195;None;None;None;None;None;None
16/JUNE/2019;None;103505.41;0;0;0;0;0;None;None;0;None;33359.848;None;0;0;0;None;None;None;None;None;348.5786;None;0;0;0;0;None;None;0;28717.45;None;None;None;None;None;None
17/JUNE/2019;None;73031.1;0;0;0;0;0;None;None;8689.516;None;37242.84;None;0;0;0;None;None;None;None;None;31662.873;None;0;0;0;0;None;None;0;11048.47;None;None;None;None;None;None
18/JUNE/2019;None;34768.85;0;0;0;0;0;None;None;49386.945;None;37341.875;None;0;0;0;None;None;None;None;None;33078.043;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
19/JUNE/2019;None;47920.02;0;0;0;0;0;None;None;25349.7;None;34557.51;None;0;0;50072.434;None;None;None;None;None;9231.686;None;0;0;0;0;None;None;0;0;None;None;None;None;None;None
20/JUNE/2019;None;72339.25;0;0;0;0;0;None;None;26288.814;None;17085.412;None;0;0;39633.793;None;None;None;None;None;18086.953;None;0;0;24454.947;28599.191;None;None;0;0;None;None;None;None;None;None
21/JUNE/2019;None;21882.54;0;0;0;0;0;None;None;31292.443;None;36727.746;None;0;0;39319.887;None;None;None;None;None;29193.219;None;0;0;16033.8;18365.697;None;None;0;0;None;None;None;None;None;None
22/JUNE/2019;None;0;0;0;0;0;15244.789;None;None;48688.926;None;49079.07;None;0;0;7052.012;None;None;None;None;None;14621.192;None;0;0;992.284;27816.213;None;None;0;0;None;None;None;None;None;None
23/JUNE/2019;None;88064.75;1896828.1;0;0;None;38157.363;None;None;48514.758;None;31189.219;None;0;0;25607.209;None;None;None;None;None;14624.111;None;38711.35;0;0;0;None;None;0;0;None;None;None;None;None;None
24/JUNE/2019;None;32552.094;None;None;0;None;34242.973;None;None;14295.62;None;32262.451;None;0;0;0;None;None;None;None;None;22427.791;None;25902.172;0;0;0;None;None;0;0;None;None;None;None;None;None
25/JUNE/2019;None;0;None;None;0;None;32910.082;None;None;51107.996;None;2378.928;None;0;0;41637.797;None;None;None;None;None;21195.672;None;0;0;0;14047.997;None;None;None;None;None;None;None;None;None;None
26/JUNE/2019;None;0;None;None;0;None;13948.542;None;None;50814.586;None;16197.463;None;0;0;76622.94;None;None;None;None;None;23379.768;None;12631.348;0;8305.305;30302.373;None;None;0;251.5906;None;None;None;None;None;None
27/JUNE/2019;None;11615.133;None;None;2634.4097;None;6346.227;None;0;4131.8457;None;32950.945;None;0;0;67043.234;None;None;None;None;None;27431.814;None;24839.34;0;26669.082;28190.121;None;None;None;None;None;None;None;None;None;None
28/JUNE/2019;None;10691.785;None;None;None;None;18420.77;None;0;7557.1587;None;34324.16;None;None;0;38497.188;None;None;None;None;None;29387.312;None;1711.547;0;18838.684;28725.54;None;None;None;None;None;None;None;None;None;None
29/JUNE/2019;None;14320.551;None;None;None;None;52467.754;None;0;60491.152;None;38043.246;None;None;0;71098.97;None;None;None;None;None;40833.426;None;19643.58;0;0;74053.2;None;None;0;30947.645;None;None;None;None;None;None
30/JUNE/2019;None;73564.97;None;None;None;None;32248.77;None;0;63117.484;None;25810.104;None;None;0;63406.242;None;None;None;None;None;7310.2407;None;9224.175;0;0;75014.75;None;None;0;28030.707;None;None;None;None;None;None
31/JUNE/2019;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
1/JULY/2019;None;30712.725;None;None;None;None;0;None;0;8537.473;None;17965.38;None;None;0;0;None;None;None;None;None;0;None;0;0;0;29726.04;None;None;0;0;None;None;None;None;None;None
2/JULY/2019;None;25573.72;None;None;None;None;0;None;47731.21;11367.726;None;33032.816;None;None;0;33032.953;None;None;None;None;None;0;None;0;0;24498.766;35296.934;None;None;0;0;None;None;None;None;None;None
3/JULY/2019;None;0;None;None;None;None;0;None;24839.395;21920.686;None;15669.164;None;None;0;59976.074;None;None;None;None;None;436.2047;None;15703.695;0;16903.201;0;None;None;0;0;None;None;None;None;None;None
4/JULY/2019;None;0;None;None;None;None;0;None;0;8901.508;None;35006.113;None;None;0;60030.06;None;0;None;None;None;26420.729;None;10923.67;0;26854.463;44326.46;None;None;0;0;None;None;None;None;None;None
5/JULY/2019;None;9364.745;None;None;None;None;4906.7607;None;12827.917;5541.1787;None;31631.463;None;None;0;57403.39;None;None;None;None;None;26916.818;None;0;0;40954.152;60520.973;None;None;0;0;None;None;None;None;None;None
6/JULY/2019;None;38668.945;None;None;None;None;43834.21;None;0;0;None;10168.638;None;None;0;66568.26;None;None;None;None;None;0;None;0;0;0;73572.37;None;None;0;0;None;None;None;None;None;None
7/JULY/2019;None;86123.086;None;None;None;None;44508.492;None;7427.201;0;None;36642.535;None;None;0;70686.58;None;None;None;None;None;109.67405;None;25202.002;0;19581.871;57867.754;None;None;0;0;None;None;None;None;None;None
8/JULY/2019;None;22154.666;None;None;None;None;11091.873;None;50929.95;7410.713;None;26093.36;None;None;2069299.5;4786.437;None;1523082.9;None;None;7797.7964;27543.027;None;10388.285;5503.708;22819.062;60776.734;None;None;0;95.55636;None;None;None;None;None;None
9/JULY/2019;None;0;None;None;2713.7651;None;0;None;0;48395.707;None;6456.0806;None;None;0;0;None;None;None;None;67172.6;1510.557;None;0;29128.656;6775.4604;27193.854;None;None;1499.0433;1656.8342;None;None;None;None;None;None
10/JULY/2019;None;18514.2;None;None;0;None;6868.8975;None;0;44251.41;None;0;None;None;406.3957;0;None;None;0;None;78761.625;28123.457;None;7073.401;28201.703;35735.22;36213.26;None;None;104.41458;119.03424;None;None;None;None;None;None
11/JULY/2019;None;25408.688;16649.818;13689.716;0;5902.2686;16918.062;None;0;48765.758;None;0;None;745.7342;0;27736.13;None;None;None;None;None;28018.01;None;2131.4856;27966.193;40945.836;47327.766;None;None;18322.076;20261.146;None;None;None;None;None;None
12/JULY/2019;None;0;0;0;597.44763;36899.438;33742.547;None;0;0;None;0;None;28994.082;27362.086;49760.402;None;None;None;None;None;28858.582;None;0;46802.574;44476.867;68819.94;None;None;17910.613;19797.824;None;None;None;None;None;None
13/JULY/2019;None;52931.234;66836.26;61300.914;61033.855;48272.43;43666.94;None;34283;59605.28;None;0;None;29915.393;53804.746;54225.28;10625.254;None;34638.8;None;31586.816;1027.5125;None;47796.234;61624.043;48833.18;76269.57;None;None;17532.508;19803.701;None;None;None;None;None;None
14/JULY/2019;None;None;74379.734;68755.65;65968.61;41123.074;36897.887;None;31957.182;59677.895;None;0;None;29279.535;74261.64;71113.266;50487.035;None;70107.94;None;34616.184;24405.846;None;46157.867;36655.676;37238.645;31729.252;None;None;15709.855;18903.338;None;None;None;None;None;None
15/JULY/2019;None;None;76455.47;68637.53;65749.71;11819.258;10251.578;None;0;47645.246;None;0;None;0;18306.668;0;45889.03;None;58377.23;None;29661.615;658.9133;None;0;0;0;0;None;None;None;None;None;None;None;None;None;None
16/JULY/2019;None;None;76749.42;66191.5;64779.883;0;0;None;0;49766.145;None;0;None;0;0;3391.0447;45261.246;None;56675.047;None;0;27368.809;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
17/JULY/2019;None;None;20269.15;18400.93;0;0;0;None;0;0;None;253.53816;None;559.22;0;6405.968;19160.1;None;10778.755;None;0;441.62778;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
18/JULY/2019;None;53752.402;0;0;0;28488.793;30249.521;None;0;0;None;26011.969;None;29455.422;0;52539.957;0;None;0;None;26365.268;27565.338;None;None;0;25330.557;22102.484;None;None;None;None;None;None;None;None;None;None
19/JULY/2019;None;26276.686;0;0;0;29313.059;26665.97;None;0;0;None;8392.216;None;30788.3;0;53427.12;0;None;0;None;0;27497.74;None;None;0;46197.45;38293.168;None;None;None;None;None;None;None;None;None;None
20/JULY/2019;None;76148.414;8.299753;15.459649;578.26465;48611.28;44556.133;None;0;181.586;None;14797.422;None;30285.139;48978.52;56489.83;0;None;0;None;0;23825.291;None;None;0;53051.492;40638.29;None;None;None;None;None;None;None;None;None;None
21/JULY/2019;None;74285.83;133180.22;59101.562;64875.76;11725.424;10480.702;None;0;61932.13;None;0;None;27122.14;20587.965;0;0;None;54140.695;None;30329.045;29942.75;None;None;49871.215;13222.574;11066.293;None;None;None;None;None;None;None;None;None;None
22/JULY/2019;None;17851.158;166572.64;67279.67;47455.42;0;0;None;0;48935.79;None;0;None;0;0;None;0;None;57454.73;None;0;25579.332;None;None;52491.49;0;0;None;None;None;None;None;None;None;None;None;None
23/JULY/2019;None;0;161441.69;66634.07;65828.05;0;0;None;None;49896.48;None;0;None;0;0;None;8545.793;None;59572.977;None;0;27232.602;None;None;31270.273;0;0;None;None;197.6556;244.00958;None;None;None;None;None;None
24/JULY/2019;None;0;97065.56;63324.066;0;0;0;None;0;972.37463;None;489.09894;None;0;0;None;17808.85;None;17406.084;None;5516.863;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
25/JULY/2019;None;22932.58;119263.71;57206.965;0;5764.495;3267.188;None;0;0;None;2861.481;None;0;42349.953;None;0;None;0;None;0;273.16507;None;None;0;6522.481;5264.577;None;None;None;None;None;None;None;None;None;None
26/JULY/2019;None;89540.4;0;0;367.25006;40632.92;31242.605;None;0;0;None;31619.053;None;0;63785.176;None;0;None;0;None;0;27883.795;None;None;0;53048.113;39733.785;None;None;None;None;None;None;None;None;None;None
27/JULY/2019;None;441461.1;0;0;68308.68;41123.66;33362.01;None;0;11037.481;None;37753.184;None;421.9884;62229.133;None;0;None;8330.843;None;11340.76;30799.006;None;None;8823.298;51530.176;42436.055;None;None;None;None;None;None;None;None;None;None
28/JULY/2019;None;None;0;0;65760.05;0;0;None;0;57249.965;None;0;None;31470.66;0;None;0;None;68581.14;None;0;38850.895;None;None;61686.547;11398.4375;9290.477;None;None;9171.482;10542.814;None;None;None;None;None;None
29/JULY/2019;None;None;9970.291;4501.8584;0;0;0;None;0;45725.082;None;0;None;27509.713;0;None;9103.648;None;50630.965;None;0;29211.604;None;None;29369.355;0;0;None;None;13277.156;16581.852;None;None;None;None;None;None
30/JULY/2019;None;None;73179.87;55421.418;0;0;0;None;0;0;None;0;None;0;0;None;55064.04;None;0;None;0;0;None;None;0;0;0;None;None;0;0;None;None;None;None;None;None
31/JULY/2019;None;None;70509.12;62514.918;0;0;0;None;0;0;None;450.94962;None;0;0;None;52220.434;None;0;None;18448.074;438.56595;None;None;0;5943.1597;5618.501;None;None;0;0;None;None;None;None;None;None
1/AUGUST/2019;None;None;58971.09;53136.508;0;19076.256;13467.082;None;0;0;None;31559.572;None;0;8764.597;None;0;None;0;None;0;24168.906;None;None;0;24453.883;22997.61;None;None;122767.44;126703.63;None;None;None;None;None;None
2/AUGUST/2019;None;None;0;0;1203.8579;35133.914;27872.852;None;0;7069.394;None;9476.383;None;711.24005;63090.016;None;0;None;0;None;0;13623.169;None;None;0;16638.271;26101.135;None;None;None;None;None;None;None;None;None;None
3/AUGUST/2019;None;None;0;0;59110.64;0;0;None;0;59430.324;None;4500.661;None;31809.297;52171.527;None;12.024503;None;8454.3;None;5667;27036.533;None;None;51245.094;0;0;None;None;None;None;None;None;None;None;None;None
4/AUGUST/2019;None;None;0;0;57907.16;0;0;None;0;55046.746;None;16417.205;None;30170.256;0;None;0;None;47624.207;None;539.855;27255.07;None;None;59459.473;0;0;None;None;None;None;None;None;None;None;None;None
5/AUGUST/2019;None;None;8980.24;8286.56;0;0;0;None;0;0;None;0;None;0;0;None;8681.822;None;27309.951;None;0;0;None;None;14439.617;0;0;None;None;None;None;None;None;None;None;None;None
6/AUGUST/2019;None;None;59112.594;49915.16;0;0;0;None;0;0;None;0;None;0;0;None;59965.875;None;0;None;0;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
7/AUGUST/2019;None;2329.885;61652.83;51846.8;0;5773.221;3793.273;None;0;0;None;392.89243;None;888.4123;0;None;50919.574;None;0;None;0;288.28992;None;None;0;5077.9077;4179.722;None;None;None;None;None;None;None;None;None;None
8/AUGUST/2019;None;87984.7;0;0;0;40625.23;31617.545;None;0;0;None;28071.76;None;0;19774.379;None;0;None;0;None;0;25819.223;None;None;0;35520.797;30335.623;None;None;None;None;None;None;None;None;None;None
9/AUGUST/2019;None;122771.58;0;0;474.6792;33966.98;26070.336;None;0;5246.8174;None;6174.661;None;0;63166.023;None;0;None;187.74025;None;209043.47;25869.115;None;None;0;32529.584;25101.955;None;None;None;None;None;None;None;None;None;None
10/AUGUST/2019;None;169968.34;0;0;54953.062;0;0;None;0;57195.562;None;0;None;3804392.2;18533.006;None;0;None;23082.225;None;None;33400.273;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
11/AUGUST/2019;None;None;0;0;68601.516;0;0;None;None;57489.93;None;0;None;None;0;None;0;None;21937.156;None;None;25018.967;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
12/AUGUST/2019;None;None;12204.203;7838.9814;0;0;0;None;None;0;None;0;None;None;0;None;8311.689;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
13/AUGUST/2019;None;None;84978.516;66027.47;0;0;0;None;None;0;None;178.23965;None;None;0;None;58076.74;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
14/AUGUST/2019;None;None;59771.094;50413.152;0;5765.2163;3734.7322;None;None;0;None;569.0225;None;None;8655.082;None;50062.797;None;0;None;None;439.8458;None;None;0;4709.827;3571.9546;None;None;None;None;None;None;None;None;None;None
15/AUGUST/2019;None;105255.914;0;0;0;39980.99;28629.857;None;None;0;None;36033.055;None;None;62294.906;None;0;None;0;None;None;28646.316;None;None;0;38288.56;26983.758;None;None;None;None;None;None;None;None;None;None
16/AUGUST/2019;None;149898.1;0;0;814.07666;33922.047;25849.42;None;None;5751.692;None;30888.98;None;None;61306.008;None;0;None;121.73565;None;None;23937.654;None;None;0;16558.828;14709.657;None;None;None;None;None;None;None;None;None;None
17/AUGUST/2019;None;113204.82;0;0;68279.98;0;0;None;None;4638.955;None;0;None;None;20244.523;None;0;None;15780.358;None;None;20061.586;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
18/AUGUST/2019;None;None;0;0;55952.555;0;0;None;None;0;None;0;None;None;0;None;0;None;15571.406;None;None;26698.9;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
19/AUGUST/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
20/AUGUST/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
21/AUGUST/2019;None;None;7879.069;7653.5493;0;0;0;None;None;0;None;0;None;None;0;None;7989.3447;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
22/AUGUST/2019;None;0;24889.188;23761.688;0;5657.2495;2993.023;None;None;0;None;405.51672;None;None;10480.417;None;16670.992;None;0;None;None;564.43604;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
23/AUGUST/2019;None;50541.38;34326.5;34039.074;0;17033.758;10682.095;None;None;0;None;2103.5146;None;None;68380.47;None;0;None;4236.1846;None;None;16368.803;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
24/AUGUST/2019;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
25/AUGUST/2019;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None
26/AUGUST/2019;None;0;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;731.4618;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
27/AUGUST/2019;None;1961195.2;7621.5522;7778.945;0;0;0;None;None;0;None;0;None;None;0;None;0;None;4364.8364;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
28/AUGUST/2019;None;None;27708.664;24948.463;3499.315;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
29/AUGUST/2019;None;None;0;0;743.92413;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
30/AUGUST/2019;None;None;0;0;18713.21;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
31/AUGUST/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
1/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
2/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
3/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
4/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
5/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
6/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
7/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
8/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
9/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
10/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
11/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
12/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
13/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
14/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
15/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
16/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
17/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
18/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
19/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
20/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
21/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;None;0;0;None;None;None;None;None;None;None;None;None;None
22/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
23/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;None;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
24/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
25/SEPTEMBER/2019;None;None;0;0;0;0;0;None;None;0;None;0;None;None;0;None;0;None;0;None;None;0;None;None;0;0;0;None;None;None;None;None;None;None;None;None;None
